query_id,query,query_type,intent,first_rank,reason,top_memory_id,top_memory_type,top_memory_text,gold_memory_ids,gold_memory_types,gold_memory_texts
q01246,"What did John organize with his friends on May 8, 2022?",4,other,2,other,llm_01701,event,John organized an online comp with his programmer friends last week.,llm_01530|llm_01535,event|hobby,John organized a CS:GO charity tournament with friends yesterday. || John plays CS:GO and considers it his favorite game.
q01248,What was the main goal of the money raised from the charity tournament organized by John and his friends in May 2022?,4,location,5,other,llm_01530,event,John organized a CS:GO charity tournament with friends yesterday.,llm_01531,event,John's CS:GO tournament raised money for a dog shelter near his street.
q01250,What did John create for the charitable foundation that helped generate reports for analysis?,4,other,2,other,llm_01537,event,John volunteered his programming skills for a social cause by creating a software tool for a charitable foundation.,llm_01538,event,"John built an application for a charitable foundation to replace paper records and manual inventory tracking, now used on smartphones."
q01252,What project is James working on in his game design course?,4,other,2,memory_type_mismatch,llm_01446,goal,James is working on turning his childhood comic sketches into a computer game.,llm_01554|llm_01555,education|work,"James recently started a course combining gaming and programming. || James is working on a football simulator project, specifically collecting player databases."
q01254,Which football club does John support?,4,causal_emotion,16,memory_type_mismatch,llm_00473,relationship,John's family is his biggest support system.,llm_01559,preference,John is a Manchester City fan.
q01255,What disagreement do James and John have about their football teams?,4,other,186,gold_below_top20,llm_01556,preference,James loves football and is a Liverpool fan.,llm_01559,preference,John is a Manchester City fan.
q01256,What is Max good at doing according to James?,4,other,5,memory_type_mismatch,llm_01574,family,James has a dog named Max.,llm_01570,hobby,Max is great at catching frisbees in mid-air and never misses.
q01259,"How did John relax in his free time on 9 July, 2022?",4,temporal,2,memory_type_mismatch,llm_01643,plan,John has a day off tomorrow (27 August 2022).,llm_01592,preference,John likes to relax by reading.
q01269,"Which RPG game is John playing and enjoying on 10 August, 2022?",4,activity,6,activity_neighbor,llm_01486,hobby,John is currently playing a new RPG set in a futuristic dystopia.,llm_01618,hobby,John is currently playing 'The Witcher 3' and is hooked on its storytelling and characters.
q01271,Whose phone number did James receive during the beach outing?,4,other,2,memory_type_mismatch,llm_01620,event,James took his three dogs to a beach outing yesterday to bond with other dog keepers.,llm_01621,relationship,James met a girl named Samantha at the beach and plans to call her tomorrow to ask her out.
q01272,What is James planning to do after receiving Samantha's phone number?,4,other,2,other,llm_01716,relationship,James and Samantha have decided to move in together.,llm_01621,relationship,James met a girl named Samantha at the beach and plans to call her tomorrow to ask her out.
q01279,What did James and Samantha discover they both enjoy at McGee's bar?,4,preference,2,preference_neighbor,llm_01718,preference,"James and Samantha chose their apartment partly because it is near McGee's bar, which they love.",llm_01660,preference,"Samantha loves lager beer, discovered at McGee's bar."
q01286,What kind of dream did James have recently?,4,temporal,2,memory_type_mismatch,llm_01670,hobby,James made sketches and notes from his castle dream.,llm_01669,event,"James: A few weeks ago, James had a vivid dream about a medieval castle with a labyrinth full of puzzles and traps, which inspired creative ideas."
q01287,What kind of music does John like?,4,activity,2,activity_neighbor,llm_01645,preference,John does not like dark beer.,llm_01672|llm_01673,hobby|preference,John likes electronic and rock music. || John used to play drums when he was younger but hasn't in a while.
q01293,What kind of gig was John offered at the game dev non-profit organization?,4,other,2,memory_type_mismatch,llm_01687,event,John got an email about a volunteer gig at a game dev non-profit.,llm_01689|llm_01690,work,John was offered a programming mentor role for game developers at a non-profit. || John will be teaching coding and assisting with projects as a programming mentor.
q01294,What does John feel about starting the journey as a programming mentor for game developers?,4,causal_emotion,2,memory_type_mismatch,llm_01689,work,John was offered a programming mentor role for game developers at a non-profit.,llm_01691|llm_01692,emotion|preference,John feels excited and inspired about starting the mentoring journey. || John finds sharing knowledge and seeing others reach their potential rewarding.
q01295,What kind of games is James excited to play with his new video card?,4,activity,8,memory_type_mismatch,llm_01694,event,James bought a new video card last week.,llm_01695,preference,James is super into RPGs.
q01299,"What games were played at the gaming tournament organized by John on 31 October, 2022?",4,other,2,other,llm_01530,event,John organized a CS:GO charity tournament with friends yesterday.,llm_01713|llm_01714,event,"John organized a gaming tournament with his buddies last night, playing Fortnite, Overwatch, and Apex Legends, to raise money for a children's hospital. || John and his gaming pals raised a decent amount of money for a children's hospital during the gaming tournament."
q01300,"What was the purpose of the gaming tournament organized by John on 31 October, 2022?",4,other,2,other,llm_01530,event,John organized a CS:GO charity tournament with friends yesterday.,llm_01713|llm_01714,event,"John organized a gaming tournament with his buddies last night, playing Fortnite, Overwatch, and Apex Legends, to raise money for a children's hospital. || John and his gaming pals raised a decent amount of money for a children's hospital during the gaming tournament."
q01302,"Where did James and Samantha decide to live together on 31 October, 2022?",4,location,5,memory_type_mismatch,llm_01716,relationship,James and Samantha have decided to move in together.,llm_01717,plan,James and Samantha rented an apartment not far from McGee's bar.
q01304,"What game is John hooked on playing on 5 November, 2022?",4,activity,2,activity_neighbor,llm_01618,hobby,John is currently playing 'The Witcher 3' and is hooked on its storytelling and characters.,llm_01724,hobby,"John is currently playing FIFA 23, a football game with online multiplayer."
q01308,What did John adopt in April 2022?,5,other,506,gold_below_top20,llm_01643,plan,John has a day off tomorrow (27 August 2022).,llm_01482|llm_01483,event|family,James adopted a puppy from a shelter in Stamford last week and named it Ned. || James has a dog named Ned.
q01309,What is the name of the kitten that was adopted by James?,5,other,11,semantic_neighbor,llm_01636,family,James has a dog named Ned that he adopted.,llm_01482|llm_01483,event|family,James adopted a puppy from a shelter in Stamford last week and named it Ned. || James has a dog named Ned.
q01310,What inspired John to create the game character in the virtual world?,5,other,9,persona_confusion,llm_01699,preference,James was inspired by The Witcher 3 to create his own game.,llm_01493,emotion,"James created a game character inspired by a woman he saw during a walk with his dogs two weeks ago, and he felt love at first sight but didn't approach her."
q01311,Which country did John visit in 2021?,5,other,447,gold_below_top20,llm_01498,event,"John's last visited country was Japan, which impressed him with its technology and street food.",llm_01496,event,James visited Italy last year and enjoyed its beauty and food.
q01312,What kind of assignment was giving James a hard time at work?,5,temporal,21,gold_below_top20,llm_02440,emotion,Dave felt discouraged because his hard work at the car maintenance shop seemed unnoticed after losing a deal.,llm_01502|llm_01503|llm_01504,emotion|work,John is currently very busy with work and has many deadlines. || John is working on a difficult coding project involving an algorithm and is stuck. || John hates being stuck and not making progress on his work.
q01314,What was the main goal of the money raised from the political campaign organized by John and his friends in May 2022?,5,location,6,other,llm_01714,event,John and his gaming pals raised a decent amount of money for a children's hospital during the gaming tournament.,llm_01531,event,John's CS:GO tournament raised money for a dog shelter near his street.
q01316,What did James create for the charitable foundation that helped generate reports for analysis?,5,other,2,persona_confusion,llm_01537,event,John volunteered his programming skills for a social cause by creating a software tool for a charitable foundation.,llm_01538,event,"John built an application for a charitable foundation to replace paper records and manual inventory tracking, now used on smartphones."
q01317,Who does James support in cricket matches?,5,causal_emotion,6,memory_type_mismatch,llm_01702,relationship,John and James are close friends who support each other.,llm_01556|llm_01557,hobby|preference,James loves football and is a Liverpool fan. || James watches every Liverpool match.
q01318,What is Max good at doing according to John?,5,other,3,memory_type_mismatch,llm_01536,goal,John is committed to doing more good deeds in the future.,llm_01570,hobby,Max is great at catching frisbees in mid-air and never misses.
